投诉编号,投诉品牌,投诉车系,问题简述,典型问题,投诉时间,投诉状态
486080,吉利汽车,2019款 1.5TD MHEV DCT 臻享型,吉利嘉际连接蓝牙通话无声音 导航不予升级,车身附件及电器导航问题车身附件及电器车载互联故障承诺不兑现销售承诺不兑现,2020-06-21 09:46:38.253,处理反馈
486079,长安马自达,2016款 2.0L 自动 旗舰型 三厢,长安马自达昂克赛拉中控屏脱胶开裂影响使用,车身附件及电器影音系统故障,2020-06-21 09:46:38.268,处理反馈
486077,吉利汽车,2018款 1.5L 自动 尊贵型,吉利远景经销商丢失钥匙和车辆合格证,服务流程不完善手续不齐服务流程不完善原车配套不全,2020-06-21 09:46:38.282,处理反馈
486071,上汽集团,2017款 1.5L 手动 豪华版,上汽名爵ZS变速箱换挡顿挫 刹车片偏磨,变速器顿挫制动系统异常磨损,2020-06-21 09:46:38.298,厂家受理
486068,广汽本田,2016款 2.0L CVT  舒适版,广汽本田雅阁日间行车灯灯带有一半不亮,车身附件及电器车灯不亮,2020-06-21 09:46:38.309,信息审核
486066,福特（进口）,2016款 2.3T 精英版,进口福特探险者刹车片脱落要求厂家解决,制动系统刹车片移位,2020-06-21 09:46:38.319,厂家受理
486065,广汽本田,2016款 2.0L CVT  舒适版,广汽本田雅阁发动机故障灯亮希望解决,发动机故障灯亮,2020-06-21 09:46:38.329,信息审核
486063,长安标致雪铁龙DS,2014款 1.6T 雅致版THP160,长安标致雪铁龙DS5冷车启动时发动机异响,发动机异响,2020-06-21 09:46:38.339,信息审核
486062,吉利汽车,2017款 1.5L 手动 向上版 三厢 百万款,吉利帝豪转向时存在异响要求厂家处理,转向系统异响,2020-06-21 09:46:38.350,处理反馈
486061,北京现代,2013款 1.6L 自动 尊贵型,北京现代朗动变速箱降挡顿挫一直未解决,变速器顿挫服务态度不解决问题,2020-06-21 09:46:38.358,信息审核
486058,上汽集团,2019款 400TGI 自动 智能座舱旗舰版,上汽荣威RX5 MAX怠速时发动机抖动,发动机抖动车身附件及电器后视镜故障,2020-06-21 09:46:38.371,信息审核
486057,众泰汽车,2014款 1.5T 手动 精英型,众泰T600节气门漏气导致行驶中加速无力,发动机气门故障,2020-06-21 09:46:38.383,信息审核
486056,一汽-大众奥迪,2018款 30 TFSI 时尚型典藏版,一汽大众奥迪Q3发动机高压油泵异响,发动机异响,2020-06-21 09:46:38.396,信息审核
486054,吉利汽车,2017款 1.8T 旗舰4G型,吉利博瑞发动机缸盖漏油浸泡火花塞存在隐患,发动机漏油,2020-06-21 09:46:38.407,用户评分
486051,大众（进口）,2011款 1.4TSI DSG Cross Golf,进口大众高尔夫水泵故障水温过高且无报警,发动机冷却系统故障发动机水泵故障,2020-06-21 09:46:38.419,信息审核
486049,一汽-大众,2018款 280TSI DSG熠动版,一汽大众速腾方向盘磨损脱皮存在质量问题,车身附件及电器部件异常磨损,2020-06-21 09:46:38.428,处理反馈
486048,吉利汽车,2019款 350T 耀星者,吉利星越车机死机要求厂家更换硬件,车身附件及电器车载互联故障销售欺诈与宣传不符,2020-06-21 09:46:38.438,处理反馈
486047,江淮汽车,2019款 宜家版 1.8L 豪华 智能型,江淮瑞风M3行驶时跑偏轮胎异常磨损,前后桥及悬挂系统吃胎偏磨前后桥及悬挂系统跑偏服务态度不解决问题,2020-06-21 09:46:38.446,处理反馈
486044,吉利汽车,2019款 350T 耀星者,吉利星越4S店销售人员故意隐瞒厂家增购补贴,承诺不兑现销售承诺不兑现,2020-06-21 09:46:38.455,用户评分
486040,长城汽车,2016款 2.0T 四驱精英型 经典版,哈弗H5发动机怠速不稳 涡轮增压器漏油,发动机功率不足发动机怠速不稳发动机涡轮增压器故障,2020-06-21 09:46:38.466,用户评分
486039,奇瑞汽车,2017款 1.5L 手动 时尚版,奇瑞艾瑞泽5空调漏氟 车载互联无网络,车身附件及电器电瓶故障车身附件及电器车载互联故障,2020-06-21 09:46:38.477,处理反馈
486038,广汽丰田,2019款 2.0G 豪华版 国VI,广汽丰田凯美瑞喷漆不匀且有生锈现象,车身附件及电器车身生锈车身附件及电器漆面起泡开裂,2020-06-21 09:46:38.490,信息审核
486037,一汽-大众,2019款 200TSI DSG 舒适型 国VI,一汽大众速腾升降挡时变速箱异响,变速器异响,2020-06-21 09:46:38.503,处理反馈
486034,上汽大众,2017款 330TSI 两驱 旗舰版,大众途观L行驶中提示变速箱进入紧急状态,变速器故障灯亮变速器滑阀箱故障变速器机械部件故障,2020-06-21 09:46:38.514,信息审核
486031,广汽本田,2018款 260TURBO 精英版 国VI,广汽本田雅阁座椅调节支撑锈蚀掉渣,车身附件及电器车身生锈,2020-06-21 09:46:38.523,信息审核
486030,猎豹汽车,2018款 1.6T GDI DCT 尊贵型,猎豹Mattu变速箱无动力输出无法正常行驶,变速器无法加速,2020-06-21 09:46:38.531,信息审核
486029,上汽大众,2019款 朗逸启航 1.5L 手动 舒适版 国VI,上汽大众朗逸刹车异响4S店告知正常,制动系统异响,2020-06-21 09:46:38.541,信息审核
486027,一汽-大众,2018款 280TSI DSG熠动版,一汽大众速腾发动机异响 刹车踏板震动,发动机异响转向系统抖动制动系统抖动,2020-06-21 09:46:38.550,处理反馈
486026,广汽丰田,2009款 200G 自动 豪华版,广汽丰田凯美瑞中控仪表台腐蚀氧化掉皮,车身附件及电器仪表台开裂,2020-06-21 09:46:39.533,信息审核
486025,吉利汽车,2019款 1.5TD MHEV DCT 尊享型,吉利嘉际氛围灯与宣传不符希望厂家处理,销售欺诈与宣传不符,2020-06-21 09:46:39.546,用户评分
486022,上汽通用五菱,2017款 1.5L 手动 舒适型 国V,宝骏310W车辆自燃要求尽快处理问题,车身附件及电器车辆自燃,2020-06-21 09:46:39.560,处理反馈
486017,东风标致,2017款 380THP 豪华GT版,东风标致4008承诺不兑现升级车机后音响无声,车身附件及电器影音系统故障承诺不兑现服务承诺不兑现,2020-06-21 09:46:39.575,处理反馈
486016,一汽大众,2019款 280TSI 自动 悦享型,捷达VS5前雨刮器导水槽漏水存在质量问题,车身附件及电器车身漏水,2020-06-21 09:46:39.587,信息审核
486013,一汽-大众,2018款 230TSI 自动 舒适型,一汽大众高尔夫发动机运转时高压油泵异响,发动机异响,2020-06-21 09:46:39.595,处理反馈
486009,东风日产,2016款 2.0L CVT 精英版,东风日产逍客变速箱阀体故障无法加速,变速器无法加速变速器滑阀箱故障,2020-06-21 09:46:39.605,处理反馈
486008,一汽-大众,2019款 1.5L 自动 时尚型,一汽大众宝来大灯进水胎压误报自动驻车故障,车身附件及电器车灯进水车身附件及电器行车安全辅助系统故障车身附件及电器胎压监测故障,2020-06-21 09:46:39.614,处理反馈
486002,广汽本田,2018款 260TURBO 旗舰版 国V,广汽本田雅阁胎压监测误报警 车身异响,车身附件及电器车身异响车身附件及电器车载互联故障车身附件及电器胎压监测故障,2020-06-21 09:46:39.623,信息审核
486001,昌河铃木,2015款 1.4L 巡航版,昌河铃木北斗星X5油表不准 转向时有异响,转向系统异响车身附件及电器中控台异响车身附件及电器后备箱故障车身附件及电器仪表故障车身附件及电器中控锁故障,2020-06-21 09:46:39.637,信息审核
485995,广汽本田,2016款 1.5L LX CVT 舒适型,广汽本田飞度发动机冷车启动异响要求解决,发动机异响,2020-06-21 09:46:39.646,信息审核
485994,一汽-大众,2013款 2.0TSI GLI,一汽大众速腾发动机和变速箱漏油,发动机漏油变速器漏油,2020-06-21 09:46:39.659,处理反馈
485988,众泰汽车,2015款 1.5T 手动 尊贵型,众泰Z500质保期内出现的质量问题不予索赔,服务态度不予索赔,2020-06-21 09:46:39.668,处理反馈
485987,众泰汽车,2017款 2.0T 自动 极致之梦版,众泰SR9变速箱多次损坏要求退车,变速器故障灯亮,2020-06-21 09:46:39.676,处理反馈
485980,奇瑞捷豹路虎,2020款 249PS R-DYNAMIC SE 运动科技版,奇瑞捷豹路虎揽胜极光减震器中控台转向异响,转向系统异响前后桥及悬挂系统减震器异响车身附件及电器中控台异响,2020-06-21 09:46:39.685,处理反馈
485979,长安马自达,2020款 2.0L 自动 质雅版,长安马自达昂克赛拉中网镀铬装饰条腐蚀掉漆,车身附件及电器漆面起泡开裂车身附件及电器部件开裂,2020-06-21 09:46:39.693,用户评分
485976,长安马自达,2016款 1.5L 自动 豪华型 三厢,长安马自达昂克赛拉中控屏幕有开裂现象,车身附件及电器影音系统故障,2020-06-21 09:46:39.703,处理反馈
485975,吉利汽车,2016款 1.8L 手动 领尚型 运动版,吉利帝豪GS分离轴承存在缺陷存在安全隐患,离合器离合器失效,2020-06-21 09:46:39.717,处理反馈
485972,吉利汽车,2019款 改款 350T 耀星者,吉利星越车机死机与厂家未回复处理,车身附件及电器车载互联故障服务态度厂家不回复销售欺诈与宣传不符,2020-06-21 09:46:39.726,处理反馈
485970,北京奔驰,2020款 C 260 运动版,北京奔驰C级无钥匙进入失灵希望厂家处理,车身附件及电器车钥匙故障,2020-06-21 09:46:39.734,信息审核
485968,奇瑞瑞麒,2011款 2.0T 自动 豪华型,瑞麒G6高速行驶时变速箱油管爆裂,变速器漏油前后桥及悬挂系统底盘异响配件争议无零配件,2020-06-21 09:46:39.746,用户评分
485966,东风本田,2019款 240TURBO CVT 两驱 舒适版 国V,东风本田CR-V经销商违规收取续保押金,服务收费变相收费,2020-06-21 09:46:39.756,处理反馈
485965,北京现代,2019款 1.5L CVT 智炫·精英型,北京现代领动减震器无配件承诺解决未兑现,服务态度厂家不回复承诺不兑现服务承诺不兑现配件争议无零配件配件争议未按时到货,2020-06-21 09:46:39.766,信息审核
485959,广汽丰田,2020款 2.0L 领先版,广汽丰田C-HR未给发票导致无法上牌,服务流程不完善手续不齐,2020-06-21 09:46:39.775,信息审核
485956,猎豹汽车,2017款 2.0T 手动 卓越型,猎豹CS10天窗异响不断 刹车疲软,制动系统刹车偏软车身附件及电器天窗异响,2020-06-21 09:46:39.785,信息审核
485954,东风本田,2015款 1.8L EXi CVT 舒适版,东风本田XR-V购车至今车内一直存在异味,车身附件及电器车内异响,2020-06-21 09:46:39.794,处理反馈
485953,一汽-大众,2018款 280TSI DSG熠动版,一汽大众速腾韩泰轮胎开裂并且鼓包,轮胎开裂轮胎鼓包,2020-06-21 09:46:39.804,处理反馈
485951,吉利汽车,2018款 14T CVT 缤纷版,吉利缤瑞发动机转速过高厂家未解决问题,发动机怠速不稳人员技术查不出原因,2020-06-21 09:46:39.813,信息审核
485950,一汽-大众奥迪,2020款 40 TFSI 豪华动感型,一汽大众奥迪A6L刹车抱死转向故障灯亮,发动机故障灯亮转向系统失灵转向系统故障灯亮制动系统刹车失灵销售欺诈出售问题车,2020-06-21 09:46:39.824,信息审核
485947,吉利汽车,2017款 1.5L 自动 幸福版,吉利远景行驶中动力消失存在质量问题,变速器无法加速,2020-06-21 09:46:39.833,处理反馈
485946,一汽丰田,2020款 2.0L CVT 两驱 都市版,一汽丰田RAV4荣放发动机舱有泥浆车架生锈,车身附件及电器车身生锈其他疑似设计缺陷,2020-06-21 09:46:40.731,信息审核
485945,东南汽车,2016款 1.5T 手动 凯旋版,东南DX7空调开冷风出热风车身异响,车身附件及电器空调问题车身附件及电器车身异响,2020-06-21 09:46:40.748,信息审核
485943,北京现代,2016款 1.6L 自动 智炫·精英型,北京现代领动转向异响沉重卡滞希望处理,转向系统异响转向系统卡滞转向系统打方向沉重,2020-06-21 09:46:40.767,信息审核
485942,上汽大众,2017款 330TSI 两驱 豪华版,上汽大众途观L天窗排水堵塞导致车内进水,车身附件及电器天窗漏水,2020-06-21 09:46:40.779,信息审核
485940,北京现代,2018款 1.6T 双离合 两驱 15周年特别版,北京现代途胜行驶中发动机故障灯亮,发动机故障灯亮,2020-06-21 09:46:40.790,信息审核
485937,一汽-大众奥迪,2015款 2.0T CVT 标准型,一汽大众奥迪A4L节温器渗水售后不予质保,发动机漏防冻液,2020-06-21 09:46:40.802,信息审核
485933,华晨中华,2013款 1.5L 自动 豪华型,华晨中华H330左后轮轮毂破损希望尽快处理,车身附件及电器轮毂问题,2020-06-21 09:46:40.815,信息审核
485931,吉利汽车,2019款 1.5TD MHEV DCT 臻享型,吉利嘉际前部摄像头有拆装痕迹4S店不处理,车身附件及电器行车安全辅助系统故障服务态度不解决问题承诺不兑现销售承诺不兑现销售欺诈与宣传不符服务流程不完善手续不齐,2020-06-21 09:46:40.823,处理反馈
485930,上汽大众,2019款 改款 330TSI 自动 两驱 智动豪华版 国VI,上汽大众途观L变速箱异响 转向时车轮异响,变速器异响前后桥及悬挂系统车轮异响,2020-06-21 09:46:40.833,处理反馈
485929,吉利汽车,2019款 260T DCT Battle 运动款 国V,吉利缤越天窗密封条多处老化破损天窗漏水,车身附件及电器天窗漏水车身附件及电器密封条损坏,2020-06-21 09:46:40.843,处理反馈
485928,长安汽车,2017款 1.5T 自动 炫动型,长安CS55大灯内有水痕更换车灯未解决,车身附件及电器车灯进水,2020-06-21 09:46:40.856,处理反馈
485926,吉利汽车,2019款 350T 耀星者,吉利星越车机系统升级后依然死机黑屏,服务流程不完善系统升级问题,2020-06-21 09:46:40.866,处理反馈
485925,华晨宝马,2017款 330Li M 运动型,华晨宝马3系冷却液水管爆裂发动机温度高,发动机漏防冻液发动机冷却系统故障,2020-06-21 09:46:40.876,信息审核
485923,上汽大众,2017款 230TSI 双离合 舒适版,上汽大众朗逸变速箱跳挡 发动机空转,变速器跳挡,2020-06-21 09:46:40.885,用户评分
485922,上汽集团,2019款 智联旗舰版,上汽荣威Ei5充电慢且充电时自动断开,车身附件及电器充电故障,2020-06-21 09:46:40.893,用户评分
485920,东南汽车,2018款 1.5L 手动 尊贵型,东南DX3排气管共振异响严重无法解决,车身附件及电器车身共振,2020-06-21 09:46:40.904,用户评分
485919,广汽丰田,2018款 1.5E CVT 冠军限量版,广汽丰田致炫空调风向调节开关故障,车身附件及电器空调问题,2020-06-21 09:46:40.913,信息审核
485918,吉利汽车,2015款 1.8T 旗舰型,吉利博瑞影音系统出现黑屏厂家不给保修,车身附件及电器影音系统故障服务态度不予索赔,2020-06-21 09:46:40.927,用户评分
485917,一汽-大众,2019款 200TSI DSG 舒适型 国VI,一汽大众速腾上坡辅助系统故障导致溜车,车身附件及电器行车安全辅助系统故障,2020-06-21 09:46:40.941,处理反馈
485916,广汽本田,2017款 240TURBO CVT 两驱 尊享版,广汽本田冠道4S店维修使用旧件要求解决	,配件争议使用旧件,2020-06-21 09:46:40.961,信息审核
485915,一汽-大众,2020款 330TSI 两驱 豪华智联版,一汽大众探岳前大灯透镜污损发白亮度下降,车身附件及电器车灯不亮,2020-06-21 09:46:40.970,处理反馈
485909,一汽-大众,2016款 230TSI 手动 进取型,一汽大众高尔夫嘉旅天窗漏水希望厂家解决,车身附件及电器天窗漏水,2020-06-21 09:46:40.981,处理反馈
485907,上汽集团,2018款 20T 自动 尊享互联网版 国VI,上汽名爵6四轮定位后吃胎 服务态度差,服务态度态度蛮横人员技术修出新问题人员技术维修技术差,2020-06-21 09:46:40.989,厂家受理
485905,奇瑞汽车,2020款 1.5T 手动 悦行版 5座,捷途X70挂挡异响 减震异响 发动机转速不稳,发动机功率不足发动机怠速不稳变速器异响变速器无法换挡前后桥及悬挂系统减震器异响,2020-06-21 09:46:41.000,处理反馈
485904,长安马自达,2016款 1.5L 自动 豪华型 三厢,长安马自达昂克赛拉中控屏无故开胶,车身附件及电器部件开裂,2020-06-21 09:46:41.008,用户评分
485903,华晨宝马,2019款 530Li 领先型 M运动套装,华晨宝马5系新车变速箱漏油多次维修未解决,变速器漏油人员技术多次返修,2020-06-21 09:46:41.017,信息审核
485902,吉利汽车,2017款 1.8L 手动 精英型,吉利帝豪GL离合器无法复位无法挂挡行驶,离合器离合器失效,2020-06-21 09:46:41.027,用户评分
